predictor,fit,model_name
-23.17310087,1.943040944,motor_cortex
-22.68991283,1.946483784,motor_cortex
-22.20672478,1.949949169,motor_cortex
-21.72353674,1.953432377,motor_cortex
-21.24034869,1.95692623,motor_cortex
-20.75716065,1.960422074,motor_cortex
-20.2739726,1.96391116,motor_cortex
-19.79078456,1.96738453,motor_cortex
-19.30759651,1.970832469,motor_cortex
-18.82440847,1.974244732,motor_cortex
-18.34122042,1.97761085,motor_cortex
-17.85803238,1.980920352,motor_cortex
-17.37484433,1.98416305,motor_cortex
-16.89165629,1.987328852,motor_cortex
-16.40846824,1.990407662,motor_cortex
-15.9252802,1.993389387,motor_cortex
-15.44209215,1.996264266,motor_cortex
-14.95890411,1.999025064,motor_cortex
-14.47571607,2.001666005,motor_cortex
-13.99252802,2.004182149,motor_cortex
-13.50933998,2.006569429,motor_cortex
-13.02615193,2.008824557,motor_cortex
-12.54296389,2.010944561,motor_cortex
-12.05977584,2.012927275,motor_cortex
-11.5765878,2.014771218,motor_cortex
-11.09339975,2.016475462,motor_cortex
-10.61021171,2.01803919,motor_cortex
-10.12702366,2.019461555,motor_cortex
-9.643835617,2.020741623,motor_cortex
-9.160647572,2.021878423,motor_cortex
-8.677459527,2.022870404,motor_cortex
-8.194271482,2.023715173,motor_cortex
-7.711083437,2.024410058,motor_cortex
-7.227895392,2.024952366,motor_cortex
-6.744707348,2.025339406,motor_cortex
-6.261519303,2.025568505,motor_cortex
-5.778331258,2.02563725,motor_cortex
-5.295143213,2.025543899,motor_cortex
-4.811955168,2.025287917,motor_cortex
-4.328767123,2.024869224,motor_cortex
-3.845579078,2.024287745,motor_cortex
-3.362391034,2.023543406,motor_cortex
-2.879202989,2.02263624,motor_cortex
-2.396014944,2.02156817,motor_cortex
-1.912826899,2.020344178,motor_cortex
-1.429638854,2.018970803,motor_cortex
-0.946450809,2.017454725,motor_cortex
-0.463262765,2.01580262,motor_cortex
0.01992528,2.01402128,motor_cortex
0.503113325,2.012118268,motor_cortex
0.98630137,2.010102489,motor_cortex
1.469489415,2.007983968,motor_cortex
1.95267746,2.005772862,motor_cortex
2.435865505,2.003479329,motor_cortex
2.919053549,2.001113523,motor_cortex
3.402241594,1.998685412,motor_cortex
3.885429639,1.996202735,motor_cortex
4.368617684,1.993670719,motor_cortex
4.851805729,1.991094065,motor_cortex
5.334993774,1.98847656,motor_cortex
5.818181818,1.985821126,motor_cortex
6.301369863,1.983130653,motor_cortex
6.784557908,1.980408028,motor_cortex
7.267745953,1.977655691,motor_cortex
7.750933998,1.974874645,motor_cortex
8.234122043,1.972064768,motor_cortex
8.717310088,1.969225783,motor_cortex
9.200498132,1.966357412,motor_cortex
9.683686177,1.963459352,motor_cortex
10.16687422,1.960531104,motor_cortex
10.65006227,1.957572101,motor_cortex
11.13325031,1.954581898,motor_cortex
11.61643836,1.951560075,motor_cortex
12.0996264,1.948506208,motor_cortex
12.58281445,1.945419875,motor_cortex
13.06600249,1.942300754,motor_cortex
13.54919054,1.939149363,motor_cortex
14.03237858,1.935966724,motor_cortex
14.51556663,1.9327547,motor_cortex
14.99875467,1.929515664,motor_cortex
15.48194272,1.926251997,motor_cortex
15.96513076,1.922966079,motor_cortex
16.44831881,1.91966043,motor_cortex
16.93150685,1.916337945,motor_cortex
