temp_dim,sess,mature,age,ID
2.585103363,oli033_1,-5.063013699,54.01643836,OLI
3.219855338,oli034_1,-5.030136986,54.04931507,OLI
2.920844332,oli037_1,-0.657534247,58.42191781,OLI
3.218384895,oli038_1,-0.624657534,58.45479452,OLI
2.858454272,oli039_1,-0.493150685,58.58630137,OLI
3.263863773,oli040_1,-0.460273973,58.61917808,OLI
3.578177495,oli041_1,-0.42739726,58.65205479,OLI
3.950471054,oli043_1,-0.263013699,58.81643836,OLI
3.498917513,oli044_1,-0.230136986,58.84931507,OLI
3.337362478,oli045_1,-0.032876712,59.04657534,OLI
3.337869933,oli046_1,0,59.07945205,OLI
3.573087183,oli047_1,0.032876712,59.11232877,OLI
4.075246703,oli049_1,4.602739726,63.68219178,OLI
3.633715174,oli050_1,4.668493151,63.74794521,OLI
2.841992332,oli051_1,4.8,63.87945205,OLI
3.297943681,oli052_1,4.832876712,63.91232877,OLI
3.622008373,oli054_1,4.898630137,63.97808219,OLI
2.818367654,oli055_1,5.030136986,64.10958904,OLI
3.94383511,oli056_1,5.063013699,64.14246575,OLI
3.347000151,oli057_1,5.095890411,64.17534247,OLI
1.529100529,oli058_1,5.128767123,64.20821918,OLI
3.064885506,oli059_1,5.260273973,64.33972603,OLI
1.637905491,oli060_1,5.293150685,64.37260274,OLI
3.798477151,oli061_1,5.326027397,64.40547945,OLI
3.471330066,oli062_1,5.35890411,64.43835616,OLI
2.797111265,oli063_1,5.490410959,64.56986301,OLI
2.989190572,oli064_1,5.523287671,64.60273973,OLI
2.295632861,oli065_1,5.556164384,64.63561644,OLI
2.696199853,oli066_1,5.589041096,64.66849315,OLI
3.39823306,oli070_1,10.1260274,69.20547945,OLI
NaN,oli071_1,10.15890411,69.23835616,OLI
3.301174731,oli072_1,10.32328767,69.40273973,OLI
3.824233921,oli073_1,10.35616438,69.43561644,OLI
NaN,pic001_1,-30.90410959,46.65205479,PIC
4.337349398,pic003_1,-30.83835616,46.71780822,PIC
NaN,pic007_1,-30.24657534,47.30958904,PIC
1,pic008_1,-30.21369863,47.34246575,PIC
1.261775279,pic009_1,-30.18082192,47.37534247,PIC
3.481633156,pic010_1,-30.01643836,47.53972603,PIC
NaN,pic012_1,-29.95068493,47.60547945,PIC
3.935644611,pic013_1,-29.78630137,47.76986301,PIC
2.221970562,pic014_1,-29.75342466,47.80273973,PIC
2.209690894,pic018_1,-24.62465753,52.93150685,PIC
2.600279525,pic019_1,-24.49315068,53.0630137,PIC
2.958897358,pic020_1,-24.46027397,53.09589041,PIC
3.093827087,pic021_1,-24.42739726,53.12876712,PIC
2.232818407,pic022_1,-24.39452055,53.16164384,PIC
3.532613525,pic023_1,-24.2630137,53.29315068,PIC
1.560515416,pic024_1,-24.23013699,53.3260274,PIC
NaN,pic026_1,-24.16438356,53.39178082,PIC
1.27296874,pic028_1,-24,53.55616438,PIC
3.236303595,pic030_1,-23.93424658,53.62191781,PIC
1.419080992,pic031_1,-20.31780822,57.23835616,PIC
3.841248592,pic032_1,-20.28493151,57.27123288,PIC
2.572723038,pic033_1,-20.12054795,57.43561644,PIC
3.101598329,pic035_1,-20.05479452,57.50136986,PIC
3.45479156,pic036_1,-19.85753425,57.69863014,PIC
3.428260027,pic037_1,-19.66027397,57.89589041,PIC
3.643846723,pic038_1,-19.62739726,57.92876712,PIC
3.901939042,pic040_1,-19.43013699,58.1260274,PIC
2.616978497,pic041_1,-19.39726027,58.15890411,PIC
1.811734854,pic042_1,-19.36438356,58.19178082,PIC
2.882283174,pic043_1,-19.33150685,58.22465753,PIC
2.250930223,pic045_1,-19.16712329,58.3890411,PIC
3.512475702,pic046_1,-19.13424658,58.42191781,PIC
2.445124132,pic047_1,-19.10136986,58.45479452,PIC
3.634609374,pic048_1,-18.96986301,58.58630137,PIC
2.712489218,pic049_1,-18.9369863,58.61917808,PIC
3.606747354,pic050_1,-18.90410959,58.65205479,PIC
3.345626614,pic051_1,-18.87123288,58.68493151,PIC
2.940790441,pic052_1,-15.05753425,62.49863014,PIC
3.391959264,pic053_1,-15.02465753,62.53150685,PIC
3.734434058,pic055_1,-14.95890411,62.59726027,PIC
3.315194362,pic056_1,-14.82739726,62.72876712,PIC
4.119114786,pic057_1,-14.79452055,62.76164384,PIC
3.848372879,pic058_1,-14.76164384,62.79452055,PIC
3.31700422,pic059_1,-14.56438356,62.99178082,PIC
2.77027587,pic061_1,-14.49863014,63.05753425,PIC
3.165042517,pic062_1,-14.36712329,63.1890411,PIC
3.218487309,pic063_1,-14.33424658,63.22191781,PIC
3.630653582,pic064_1,-14.30136986,63.25479452,PIC
3.360913301,pic065_1,-14.1369863,63.41917808,PIC
3.563561449,pic066_1,-14.10410959,63.45205479,PIC
3.355526369,pic067_1,-14.07123288,63.48493151,PIC
2.386477284,pic068_1,-14.03835616,63.51780822,PIC
2.281334892,ros012_1,-20.02191781,46.02739726,ROS
NaN,ros013_1,-19.89041096,46.15890411,ROS
2.608228348,ros014_1,-19.85753425,46.19178082,ROS
3.926745128,ros015_1,-19.82465753,46.22465753,ROS
2.02138042,ros016_1,-19.66027397,46.3890411,ROS
3.55493547,ros017_1,-19.62739726,46.42191781,ROS
2.547314602,ros018_1,-19.59452055,46.45479452,ROS
4.331282333,ros020_1,-19.39726027,46.65205479,ROS
2.788394815,ros021_1,-19.36438356,46.68493151,ROS
3.533545331,ros025_1,-17.81917808,48.23013699,ROS
3.509349674,ros026_1,-17.75342466,48.29589041,ROS
3.025425986,ros028_1,-17.3260274,48.72328767,ROS
3.915777771,ros029_1,-17.29315068,48.75616438,ROS
3.788772833,ros030_1,-17.26027397,48.7890411,ROS
3.473520185,ros031_1,-13.67671233,52.37260274,ROS
3.03347505,ros032_1,-13.64383562,52.40547945,ROS
2.810887027,ros033_1,-13.47945205,52.56986301,ROS
3.677708765,ros034_1,-13.44657534,52.60273973,ROS
3.449631154,ros036_1,-13.38082192,52.66849315,ROS
4.109433962,ros037_1,-13.34794521,52.70136986,ROS
4.223024736,ros038_1,-13.21643836,52.83287671,ROS
4.68114157,ros041_1,-12.88767123,53.16164384,ROS
2.927710843,ros043_1,-12.82191781,53.22739726,ROS
3.541175305,ros044_1,-12.7890411,53.26027397,ROS
3.74614594,ros047_1,-9.073972603,56.97534247,ROS
3.963256181,ros051_1,-8.843835616,57.20547945,ROS
4,ros053_1,-8.778082192,57.27123288,ROS
2.513650994,ros055_1,-8.61369863,57.43561644,ROS
4.486597132,ros056_1,-8.580821918,57.46849315,ROS
3.745138854,ros057_1,-8.547945205,57.50136986,ROS
NaN,ros065_1,-7.890410959,58.15890411,ROS
4.388594629,ros066_1,-7.857534247,58.19178082,ROS
3.634408602,ros068_1,-7.693150685,58.35616438,ROS
3.094924453,ros069_1,-7.660273973,58.3890411,ROS
3.450322385,ros072_1,-3.287671233,62.76164384,ROS
3.68181847,ros075_1,-3.090410959,62.95890411,ROS
3.974045082,ros076_1,-3.057534247,62.99178082,ROS
4.414732704,ros077_1,-2.991780822,63.05753425,ROS
2.926938035,ros078_1,-2.860273973,63.1890411,ROS
3.032381609,ros079_1,-2.82739726,63.22191781,ROS
3.951036765,ros080_1,-2.794520548,63.25479452,ROS
3.293971197,ros081_1,-2.761643836,63.28767123,ROS
2.763565013,ros082_1,-2.630136986,63.41917808,ROS
3.733598971,ros083_1,-2.597260274,63.45205479,ROS
3.170027636,ros084_1,-2.564383562,63.48493151,ROS
3.364221464,ros085_1,-2.531506849,63.51780822,ROS
3.710542285,ros086_1,1.052054795,67.10136986,ROS
3.92674311,ros087_1,1.084931507,67.13424658,ROS
3.822204902,ros088_1,1.117808219,67.16712329,ROS
3.633377621,ros089_1,1.150684932,67.2,ROS
3.63295421,ros090_1,1.282191781,67.33150685,ROS
3.711338038,ros091_1,1.315068493,67.36438356,ROS
3.788901086,ros092_1,1.347945205,67.39726027,ROS
3.629973112,ros093_1,1.380821918,67.43013699,ROS
2.957085593,ros094_1,1.512328767,67.56164384,ROS
3.16273575,ros095_1,1.545205479,67.59452055,ROS
4.511044888,son011_1,-12.62465753,42.08219178,SON
3.127666194,son013_1,-12.46027397,42.24657534,SON
3.558778915,son014_1,-12.42739726,42.27945205,SON
3.229340167,son015_1,-12.39452055,42.31232877,SON
2.884717978,son016_1,-12.36164384,42.34520548,SON
4.053500874,son019_1,-11.93424658,42.77260274,SON
2.133162841,son021_1,-11.76986301,42.9369863,SON
4.056972177,son022_1,-11.7369863,42.96986301,SON
3.955930534,son023_1,-11.70410959,43.00273973,SON
4.026361308,son024_1,-10.84931507,43.85753425,SON
3.35464455,son025_1,-10.81643836,43.89041096,SON
3.767652924,son026_1,-10.78356164,43.92328767,SON
3.603175386,son027_1,-10.75068493,43.95616438,SON
3.416486722,son030_1,-10.55342466,44.15342466,SON
3.665281898,son032_1,-10.32328767,44.38356164,SON
4.17344569,son033_1,-10.29041096,44.41643836,SON
3.480356475,son034_1,-10.15890411,44.54794521,SON
1.336042149,son036_1,-10.09315068,44.61369863,SON
3.964432967,son038_1,-8.416438356,46.29041096,SON
2.008618759,son039_1,-8.383561644,46.32328767,SON
4.282233709,son040_1,-8.350684932,46.35616438,SON
3.754700378,son041_1,-8.317808219,46.3890411,SON
2.421696417,son042_1,-8.284931507,46.42191781,SON
3.002911913,son043_1,-3.254794521,51.45205479,SON
4.407226779,son044_1,-3.221917808,51.48493151,SON
3.712156746,son045_1,-3.189041096,51.51780822,SON
3.483324496,son046_1,-3.156164384,51.55068493,SON
3.581425776,son047_1,-2.991780822,51.71506849,SON
3.964394107,son048_1,-2.95890411,51.74794521,SON
3.856526981,son049_1,-2.926027397,51.78082192,SON
3.291321893,son050_1,-2.794520548,51.91232877,SON
3.148622508,son051_1,-2.761643836,51.94520548,SON
3.678070665,son052_1,-2.728767123,51.97808219,SON
4.038102103,son053_1,-2.695890411,52.0109589,SON
NaN,son054_1,2.071232877,56.77808219,SON
3.495219147,son055_1,2.104109589,56.8109589,SON
3.487452666,son056_1,2.136986301,56.84383562,SON
3.980689683,son057_1,2.268493151,56.97534247,SON
3.915787879,son058_1,2.301369863,57.00821918,SON
3.687547104,son059_1,2.334246575,57.04109589,SON
3.295534418,son060_1,2.498630137,57.20547945,SON
NaN,son061_1,2.531506849,57.23835616,SON
3.436113451,son062_1,2.564383562,57.27123288,SON
3.496758298,son063_1,2.597260274,57.30410959,SON
3.525115279,son064_1,2.728767123,57.43561644,SON
4.389710753,son065_1,2.761643836,57.46849315,SON
3.84360056,son066_1,2.794520548,57.50136986,SON
3.413359529,son067_1,2.82739726,57.53424658,SON
3.654786861,son069_1,2.991780822,57.69863014,SON
2.999284503,son071_1,3.221917808,57.92876712,SON
4.184759272,son072_1,3.254794521,57.96164384,SON
3.525150304,son073_1,6.871232877,61.57808219,SON
3.326776933,son074_1,6.904109589,61.6109589,SON
3.749466788,son075_1,6.936986301,61.64383562,SON
2.582478031,son076_1,7.134246575,61.84109589,SON
3.564454697,son079_1,7.364383562,62.07123288,SON
3.41091634,son080_1,7.397260274,62.10410959,SON
3.547017753,son082_1,7.561643836,62.26849315,SON
2.811673943,son084_1,7.62739726,62.33424658,SON
3.617996162,son086_1,7.857534247,62.56438356,SON
3.650126939,son087_1,7.890410959,62.59726027,SON
3.437610817,tri001_1,-10.22465753,39.58356164,TRI
3.877590329,tri002_1,-10.22465753,39.58356164,TRI
3.27008149,tri003_1,-10.19178082,39.61643836,TRI
2.712953086,tri006_1,-9.994520548,39.81369863,TRI
2.898611056,tri008_1,-9.928767123,39.87945205,TRI
3.013269341,tri009_1,-9.895890411,39.91232877,TRI
1.743020192,tri010_1,-9.764383562,40.04383562,TRI
2.724921362,tri015_1,-8.252054795,41.55616438,TRI
3.734729481,tri016_1,-8.219178082,41.5890411,TRI
3.167167539,tri017_1,-8.18630137,41.62191781,TRI
3.770249402,tri020_1,-7.989041096,41.81917808,TRI
3.464872197,tri023_1,-7.528767123,42.27945205,TRI
3.149721272,tri024_1,-7.495890411,42.31232877,TRI
NaN,tri025_1,-7.463013699,42.34520548,TRI
4.436460752,tri042_1,0.361643836,50.16986301,TRI
3.067000256,tri043_1,0.493150685,50.30136986,TRI
3.646171556,tri046_1,0.723287671,50.53150685,TRI
3.941976369,tri047_1,0.756164384,50.56438356,TRI
3.49573727,tri051_1,0.98630137,50.79452055,TRI
3.147818457,tri063_1,5.819178082,55.62739726,TRI
3.512610911,tri065_1,6.016438356,55.82465753,TRI
3.75792616,tri066_1,6.049315068,55.85753425,TRI
3.30195432,tri067_1,6.082191781,55.89041096,TRI
3.08309654,tri068_1,6.246575342,56.05479452,TRI
3.717634508,tri070_1,6.312328767,56.12054795,TRI
2.761946231,tri071_1,6.345205479,56.15342466,TRI
3.543070961,tri076_1,11.07945205,60.88767123,TRI
2.249815844,tri077_1,11.11232877,60.92054795,TRI
NaN,tri078_1,11.30958904,61.11780822,TRI
4.039932405,tri080_1,11.37534247,61.18356164,TRI
2.697491563,tri082_1,11.53972603,61.34794521,TRI
3.84734081,tri083_1,11.57260274,61.38082192,TRI
NaN,tri086_1,11.80273973,61.6109589,TRI
3.620988179,tri087_1,11.83561644,61.64383562,TRI
3.865804556,tri088_1,11.86849315,61.67671233,TRI
NaN,uni001_1,-5.917808219,38.6630137,UNI
2.244856955,uni002_1,-5.884931507,38.69589041,UNI
3.475631727,uni003_1,-5.852054795,38.72876712,UNI
2.685928432,uni004_1,-5.720547945,38.86027397,UNI
2.521129707,uni005_1,-5.687671233,38.89315068,UNI
3.438166518,uni006_1,-5.654794521,38.9260274,UNI
2.255621042,uni007_1,-5.621917808,38.95890411,UNI
1.941502215,uni008_1,-5.457534247,39.12328767,UNI
3.00327691,uni009_1,-5.424657534,39.15616438,UNI
2.619954148,uni010_1,-5.391780822,39.1890411,UNI
3.102238789,uni011_1,-5.260273973,39.32054795,UNI
3.940793768,uni012_1,-5.22739726,39.35342466,UNI
2.947127983,uni013_1,-5.194520548,39.38630137,UNI
2.492257202,uni014_1,-5.161643836,39.41917808,UNI
NaN,uni015_1,-5.063013699,39.51780822,UNI
3.057043135,uni016_1,-4.997260274,39.58356164,UNI
4.169171878,uni017_1,-4.964383562,39.61643836,UNI
1.82850279,uni025_1,-0.394520548,44.18630137,UNI
3.392956831,uni026_1,-0.361643836,44.21917808,UNI
3.576509514,uni027_1,-0.197260274,44.38356164,UNI
2.921711232,uni028_1,-0.164383562,44.41643836,UNI
3.431151986,uni029_1,-0.131506849,44.44931507,UNI
4.000855584,uni031_1,0.263013699,44.84383562,UNI
3.373950146,uni032_1,0.295890411,44.87671233,UNI
3.524314418,uni033_1,0.328767123,44.90958904,UNI
3.020710753,uni034_1,0.361643836,44.94246575,UNI
3.152794813,uni035_1,0.493150685,45.0739726,UNI
3.308737595,uni036_1,0.526027397,45.10684932,UNI
2.863343398,uni037_1,0.55890411,45.13972603,UNI
1.162276116,uni038_1,0.591780822,45.17260274,UNI
3.463146797,uni039_1,4.865753425,49.44657534,UNI
3.684685323,uni040_1,4.898630137,49.47945205,UNI
2.263392332,uni041_1,4.931506849,49.51232877,UNI
3.419786779,uni042_1,5.095890411,49.67671233,UNI
3.78575852,uni043_1,5.128767123,49.70958904,UNI
3.529118409,uni044_1,5.161643836,49.74246575,UNI
4.168083898,uni048_1,5.391780822,49.97260274,UNI
3.386088084,uni049_1,5.424657534,50.00547945,UNI
2.854118403,uni051_1,5.589041096,50.16986301,UNI
4.017799178,uni053_1,5.654794521,50.23561644,UNI
3.175699686,uni054_1,10.42191781,55.00273973,UNI
3.825649148,uni055_1,10.45479452,55.03561644,UNI
3.449709325,uni056_1,10.48767123,55.06849315,UNI
3.966086549,uni058_1,10.65205479,55.23287671,UNI
2.944831914,uni059_1,10.68493151,55.26575342,UNI
3.580546012,uni060_1,10.71780822,55.29863014,UNI
2.914779038,uni061_1,10.84931507,55.43013699,UNI
2.69216091,uni062_1,10.91506849,55.49589041,UNI
3.007392723,uni063_1,10.94794521,55.52876712,UNI
3.651571818,uni064_1,11.11232877,55.69315068,UNI
3.624829938,uni065_1,11.14520548,55.7260274,UNI
3.039153412,uni066_1,11.17808219,55.75890411,UNI
2.497076923,uni067_1,11.30958904,55.89041096,UNI
3.021926117,uni068_1,11.34246575,55.92328767,UNI
3.999884821,uni069_1,11.37534247,55.95616438,UNI
2.832082879,uni070_1,11.40821918,55.9890411,UNI
2.983044014,uni071_1,11.53972603,56.12054795,UNI
1.98514827,uni072_1,11.57260274,56.15342466,UNI
3.253446104,uni073_1,11.60547945,56.18630137,UNI
3.664674359,uni074_1,11.63835616,56.21917808,UNI
4.152578527,uni076_1,15.94520548,60.5260274,UNI
3.595989222,uni077_1,15.97808219,60.55890411,UNI
3.866929685,uni078_1,16.17534247,60.75616438,UNI
3.689651379,uni079_1,16.24109589,60.82191781,UNI
3.886717685,uni080_1,16.37260274,60.95342466,UNI
3.294488132,uni081_1,16.40547945,60.98630137,UNI
4.11128582,uni082_1,16.43835616,61.01917808,UNI
2.932242876,uni083_1,16.47123288,61.05205479,UNI
3.498391412,uni084_1,16.60273973,61.18356164,UNI
3.145842055,uni085_1,16.63561644,61.21643836,UNI
NaN,uni086_1,16.66849315,61.24931507,UNI
3.541779234,uni087_1,16.83287671,61.41369863,UNI
NaN,uni088_1,16.86575342,61.44657534,UNI
3.388351948,uni089_1,16.89863014,61.47945205,UNI
2.959123565,uni090_1,16.93150685,61.51232877,UNI
NaN,vik004_1,-10.45479452,44.61369863,VIK
4.536095908,vik006_1,-10.29041096,44.77808219,VIK
2.735437219,vik007_1,-10.29041096,44.77808219,VIK
4.116936645,vik008_1,-10.25753425,44.8109589,VIK
2.772465438,vik009_1,-10.22465753,44.84383562,VIK
3.942159663,vik011_1,-10.06027397,45.00821918,VIK
3.935480619,vik014_1,-9.994520548,45.0739726,VIK
2.369614569,vik021_1,-9.17260274,45.89589041,VIK
3.436952788,vik024_1,-7.956164384,47.11232877,VIK
4.126227364,vik026_1,-7.693150685,47.37534247,VIK
NaN,vik027_1,-7.561643836,47.50684932,VIK
3.536327041,vik029_1,-7.265753425,47.80273973,VIK
3.12249147,vik030_1,-7.232876712,47.83561644,VIK
3.058455001,vik033_1,-7.035616438,48.03287671,VIK
3.440366972,vik034_1,-4.109589041,50.95890411,VIK
2.312446751,vik037_1,-3.879452055,51.1890411,VIK
3.46231906,vik039_1,-3.81369863,51.25479452,VIK
4.444062625,vik040_1,-3.780821918,51.28767123,VIK
3.257892175,vik042_1,-3.550684932,51.51780822,VIK
3.824526092,vik043_1,-3.550684932,51.51780822,VIK
2.846339864,vik044_1,-3.550684932,51.51780822,VIK
3.905663399,vik046_1,-3.287671233,51.78082192,VIK
3.405200412,vik047_1,-3.254794521,51.81369863,VIK
3.595963177,vik051_1,6.739726027,61.80821918,VIK
4.057529557,vik057_1,7.2,62.26849315,VIK
2.733832618,vik058_1,7.232876712,62.30136986,VIK
3.590120249,vik060_1,7.397260274,62.46575342,VIK
3.445146592,vik064_1,7.62739726,62.69589041,VIK
3.141652883,vik065_1,7.660273973,62.72876712,VIK
3.916758255,vik068_1,11.86849315,66.9369863,VIK
3.373524377,vik069_1,12.03287671,67.10136986,VIK
3.591647742,vik072_1,12.2630137,67.33150685,VIK
3.794591042,vik076_1,12.49315068,67.56164384,VIK
3.379480362,vik077_1,12.69041096,67.75890411,VIK
3.859349445,vik083_1,13.01917808,68.08767123,VIK
